modelo,modelo_nombre,n_sample,n_iter_por_signo,k_folds,n_signos_procesados,n_iteraciones_totales,n_observaciones_resultado,tiempo_entrenamiento_total_seg,tiempo_entrenamiento_total_min,tiempo_pipeline_total_seg,tiempo_pipeline_total_min,tiempo_promedio_iteracion_seg,memoria_inicio_pipeline_gb,memoria_fin_pipeline_gb,diferencia_memoria_pipeline_gb,observacion
knn,K-Nearest Neighbors,100,500,5,12,6000,6000,564.38,9.41,808.02,13.47,0.0941,0.1848,10.5621,10.3772,Métricas calculadas a partir de tiempo de ejecución y memoria RSS observada por proceso.
