modelo,modelo_nombre,n_sample,n_iter_por_signo,k_folds,n_signos_procesados,n_iteraciones_totales,n_observaciones_resultado,tiempo_entrenamiento_total_seg,tiempo_entrenamiento_total_min,tiempo_pipeline_total_seg,tiempo_pipeline_total_min,tiempo_promedio_iteracion_seg,memoria_inicio_pipeline_gb,memoria_fin_pipeline_gb,diferencia_memoria_pipeline_gb,observacion
dt,Árbol de Decisión,100,500,5,12,6000,6000,401.68,6.69,729.83,12.16,0.0669,0.1882,6.6242,6.436,Métricas calculadas a partir de tiempo de ejecución y memoria RSS observada por proceso.
