modelo,modelo_nombre,n_sample,n_iter_por_signo,k_folds,n_signos_procesados,n_iteraciones_totales,n_observaciones_resultado,tiempo_entrenamiento_total_seg,tiempo_entrenamiento_total_min,tiempo_pipeline_total_seg,tiempo_pipeline_total_min,tiempo_promedio_iteracion_seg,memoria_inicio_pipeline_gb,memoria_fin_pipeline_gb,diferencia_memoria_pipeline_gb,observacion
rf,Random Forest,100,500,5,12,6000,6000,6050.09,100.83,6346.62,105.78,1.0083,0.1883,2.9954,2.8071,Métricas calculadas a partir de tiempo de ejecución y memoria RSS observada por proceso.
