modelo,n_sample,n_pos,n_neg,signo,iter,pos_rate_bootstrap,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_roc_auc,cv_pr_auc,cv_tp_mean,cv_fp_mean,cv_tn_mean,cv_fn_mean
dt,50,25,25,signo_zodiacal_acuario,1,0.5,0.48,0.5023809523809524,0.56,0.5242424242424242,0.4800000000000001,0.5347619047619048,2.8,3.0,2.0,2.2
dt,50,25,25,signo_zodiacal_acuario,2,0.5,0.52,0.534047619047619,0.56,0.5271794871794871,0.52,0.5477619047619048,2.8,2.6,2.4,2.2
dt,50,25,25,signo_zodiacal_acuario,3,0.5,0.45999999999999996,0.5466666666666666,0.4,0.41737373737373734,0.45999999999999996,0.49866666666666665,2.0,2.4,2.6,3.0
dt,50,25,25,signo_zodiacal_acuario,4,0.5,0.5599999999999999,0.5833333333333333,0.6000000000000001,0.5745920745920745,0.56,0.5433333333333333,3.0,2.4,2.6,2.0
dt,50,25,25,signo_zodiacal_acuario,5,0.5,0.6199999999999999,0.6268253968253967,0.72,0.6561904761904762,0.62,0.5925396825396826,3.6,2.4,2.6,1.4
dt,50,25,25,signo_zodiacal_acuario,6,0.5,0.48,0.4809523809523809,0.48,0.46515151515151515,0.48,0.5047619047619047,2.4,2.6,2.4,2.6
dt,50,25,25,signo_zodiacal_acuario,7,0.5,0.43999999999999995,0.44666666666666666,0.48,0.44320346320346315,0.44000000000000006,0.4815238095238096,2.4,3.0,2.0,2.6
dt,50,25,25,signo_zodiacal_acuario,8,0.5,0.56,0.5342857142857143,0.6,0.5578787878787879,0.56,0.5434285714285715,3.0,2.4,2.6,2.0
dt,50,25,25,signo_zodiacal_acuario,9,0.5,0.5599999999999999,0.5666666666666667,0.48,0.5121212121212121,0.56,0.5599999999999999,2.4,1.8,3.2,2.6
dt,50,25,25,signo_zodiacal_acuario,10,0.5,0.5,0.5,0.64,0.5532245532245532,0.5,0.5233333333333333,3.2,3.2,1.8,1.8
dt,50,25,25,signo_zodiacal_acuario,11,0.5,0.52,0.5033333333333333,0.4,0.4241847041847042,0.52,0.5686666666666667,2.0,1.8,3.2,3.0
dt,50,25,25,signo_zodiacal_acuario,12,0.5,0.36,0.3646031746031746,0.4,0.35587301587301584,0.352,0.4538730158730159,2.0,3.4,1.6,3.0
dt,50,25,25,signo_zodiacal_acuario,13,0.5,0.4800000000000001,0.46333333333333326,0.5599999999999999,0.5020668220668221,0.48,0.5086666666666666,2.8,3.0,2.0,2.2
dt,50,25,25,signo_zodiacal_acuario,14,0.5,0.34,0.27666666666666667,0.24000000000000005,0.2544444444444444,0.34,0.4833333333333333,1.2,2.8,2.2,3.8
dt,50,25,25,signo_zodiacal_acuario,15,0.5,0.45999999999999996,0.46333333333333326,0.39999999999999997,0.4224242424242425,0.45999999999999996,0.4953333333333333,2.0,2.4,2.6,3.0
dt,50,25,25,signo_zodiacal_acuario,16,0.5,0.42000000000000004,0.39999999999999997,0.36,0.37070707070707065,0.42000000000000004,0.47333333333333333,1.8,2.6,2.4,3.2
dt,50,25,25,signo_zodiacal_acuario,17,0.5,0.52,0.519047619047619,0.6799999999999999,0.5767676767676767,0.52,0.5180952380952382,3.4,3.2,1.8,1.6
dt,50,25,25,signo_zodiacal_acuario,18,0.5,0.43999999999999995,0.395,0.43999999999999995,0.41230769230769226,0.43999999999999995,0.533,2.2,2.8,2.2,2.8
dt,50,25,25,signo_zodiacal_acuario,19,0.5,0.44000000000000006,0.36571428571428577,0.44000000000000006,0.39818181818181814,0.43999999999999995,0.48342857142857143,2.2,2.8,2.2,2.8
dt,50,25,25,signo_zodiacal_acuario,20,0.5,0.42000000000000004,0.42833333333333334,0.4800000000000001,0.4441258741258741,0.42000000000000004,0.47700000000000004,2.4,3.2,1.8,2.6
dt,50,25,25,signo_zodiacal_acuario,21,0.5,0.56,0.6142857142857142,0.64,0.5888777888777889,0.56,0.5514285714285714,3.2,2.6,2.4,1.8
dt,50,25,25,signo_zodiacal_acuario,22,0.5,0.48,0.4666666666666666,0.48,0.4661616161616161,0.48,0.5066666666666666,2.4,2.6,2.4,2.6
dt,50,25,25,signo_zodiacal_acuario,23,0.5,0.5199999999999999,0.5133333333333334,0.56,0.5159307359307359,0.52,0.5215238095238095,2.8,2.6,2.4,2.2
dt,50,25,25,signo_zodiacal_acuario,24,0.5,0.5599999999999999,0.5412698412698412,0.76,0.62005772005772,0.5599999999999999,0.5403174603174603,3.8,3.2,1.8,1.2
dt,50,25,25,signo_zodiacal_acuario,25,0.5,0.54,0.5511904761904762,0.64,0.5771561771561772,0.54,0.5411904761904762,3.2,2.8,2.2,1.8
dt,50,25,25,signo_zodiacal_acuario,26,0.5,0.7,0.7183333333333334,0.76,0.7183916083916084,0.7,0.6596666666666667,3.8,1.8,3.2,1.2
dt,50,25,25,signo_zodiacal_acuario,27,0.5,0.56,0.5373809523809523,0.6,0.5527350427350427,0.56,0.5577619047619049,3.0,2.4,2.6,2.0
dt,50,25,25,signo_zodiacal_acuario,28,0.5,0.32,0.225,0.31999999999999995,0.2598290598290599,0.32,0.475,1.6,3.4,1.6,3.4
dt,50,25,25,signo_zodiacal_acuario,29,0.5,0.54,0.5233333333333333,0.52,0.5187878787878788,0.54,0.5406666666666667,2.6,2.2,2.8,2.4
dt,50,25,25,signo_zodiacal_acuario,30,0.5,0.5199999999999999,0.5888888888888889,0.52,0.503896103896104,0.5199999999999999,0.5311111111111111,2.6,2.4,2.6,2.4
dt,50,25,25,signo_zodiacal_acuario,31,0.5,0.36,0.3885714285714285,0.48,0.42666666666666664,0.36,0.44971428571428573,2.4,3.8,1.2,2.6
dt,50,25,25,signo_zodiacal_acuario,32,0.5,0.45999999999999996,0.4523809523809524,0.44000000000000006,0.43434343434343436,0.45999999999999996,0.5114285714285713,2.2,2.6,2.4,2.8
dt,50,25,25,signo_zodiacal_acuario,33,0.5,0.5799999999999998,0.5976190476190476,0.56,0.5621212121212121,0.58,0.5880952380952381,2.8,2.0,3.0,2.2
dt,50,25,25,signo_zodiacal_acuario,34,0.5,0.48,0.4666666666666667,0.6,0.5155011655011654,0.48,0.4961904761904762,3.0,3.2,1.8,2.0
dt,50,25,25,signo_zodiacal_acuario,35,0.5,0.42000000000000004,0.38,0.36,0.3618181818181818,0.42000000000000004,0.492,1.8,2.6,2.4,3.2
dt,50,25,25,signo_zodiacal_acuario,36,0.5,0.5599999999999999,0.5833333333333333,0.56,0.5564102564102564,0.56,0.5473333333333332,2.8,2.2,2.8,2.2
