modelo,n_sample,n_pos,n_neg,signo,iter,pos_rate_bootstrap,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_roc_auc,cv_pr_auc,cv_tp_mean,cv_fp_mean,cv_tn_mean,cv_fn_mean
dt,1000,500,500,signo_zodiacal_escorpio,1,0.5,0.517,0.5198824825330849,0.49800000000000005,0.5076868621998788,0.5216500000000001,0.5131751419916248,49.8,46.4,53.6,50.2
dt,1000,500,500,signo_zodiacal_escorpio,2,0.5,0.507,0.5078615672716796,0.514,0.5099092222147386,0.50679,0.5039092531773687,51.4,50.0,50.0,48.6
dt,1000,500,500,signo_zodiacal_escorpio,3,0.5,0.45500000000000007,0.4537219208462635,0.434,0.4433038513172667,0.449,0.4770764299748767,43.4,52.4,47.6,56.6
dt,1000,500,500,signo_zodiacal_escorpio,4,0.5,0.523,0.5230707835487477,0.516,0.5182772891823906,0.5248100000000001,0.5135273470587822,51.6,47.0,53.0,48.4
dt,1000,500,500,signo_zodiacal_escorpio,5,0.5,0.5040000000000001,0.5036624437021657,0.4999999999999999,0.5013314387142136,0.5010600000000001,0.5017056476407129,50.0,49.2,50.8,50.0
dt,1000,500,500,signo_zodiacal_escorpio,6,0.5,0.509,0.5065162877473732,0.514,0.5097051830042205,0.5104299999999999,0.5067796538921266,51.4,49.6,50.4,48.6
dt,1000,500,500,signo_zodiacal_escorpio,7,0.5,0.505,0.5027243394902969,0.49399999999999994,0.49806144291796706,0.50446,0.5059579050152786,49.4,48.4,51.6,50.6
dt,1000,500,500,signo_zodiacal_escorpio,8,0.5,0.5269999999999999,0.5280982244449737,0.532,0.5291517851453291,0.52407,0.5123252033319037,53.2,47.8,52.2,46.8
dt,1000,500,500,signo_zodiacal_escorpio,9,0.5,0.49700000000000005,0.49962331018320044,0.502,0.4997730162032221,0.49406,0.4984150974567429,50.2,50.8,49.2,49.8
dt,1000,500,500,signo_zodiacal_escorpio,10,0.5,0.5,0.4998259291948613,0.492,0.49548965875388895,0.5031100000000001,0.5020319209081102,49.2,49.2,50.8,50.8
dt,1000,500,500,signo_zodiacal_escorpio,11,0.5,0.5309999999999999,0.5311020059256637,0.53,0.5299640599405018,0.5273899999999999,0.5149548979200052,53.0,46.8,53.2,47.0
dt,1000,500,500,signo_zodiacal_escorpio,12,0.5,0.48200000000000004,0.4838341288677297,0.466,0.4737171515898293,0.4840299999999999,0.4939508877501965,46.6,50.2,49.8,53.4
dt,1000,500,500,signo_zodiacal_escorpio,13,0.5,0.47000000000000003,0.4722391671046239,0.4960000000000001,0.48336168769528226,0.47128,0.4888839750363889,49.6,55.6,44.4,50.4
dt,1000,500,500,signo_zodiacal_escorpio,14,0.5,0.488,0.4869206325159968,0.44800000000000006,0.46621810728953594,0.48468999999999995,0.49322187855579724,44.8,47.2,52.8,55.2
dt,1000,500,500,signo_zodiacal_escorpio,15,0.5,0.5090000000000001,0.5096669875100045,0.516,0.5126902821286783,0.50996,0.5073150486402342,51.6,49.8,50.2,48.4
dt,1000,500,500,signo_zodiacal_escorpio,16,0.5,0.501,0.5004723059036855,0.46799999999999997,0.4833993381338634,0.5022800000000001,0.5030926987832446,46.8,46.6,53.4,53.2
dt,1000,500,500,signo_zodiacal_escorpio,17,0.5,0.49000000000000005,0.48876343845856035,0.4880000000000001,0.4868213410060279,0.48972000000000004,0.49602216552198586,48.8,50.8,49.2,51.2
dt,1000,500,500,signo_zodiacal_escorpio,18,0.5,0.5120000000000001,0.5118539131119777,0.508,0.5093814915518792,0.5065200000000001,0.5065385447165941,50.8,48.4,51.6,49.2
dt,1000,500,500,signo_zodiacal_escorpio,19,0.5,0.507,0.5078145499248311,0.49399999999999994,0.5000293783738895,0.50815,0.5046278285024904,49.4,48.0,52.0,50.6
dt,1000,500,500,signo_zodiacal_escorpio,20,0.5,0.514,0.5124004714925364,0.522,0.5163356794024211,0.5177099999999999,0.5097171608134003,52.2,49.4,50.6,47.8
dt,1000,500,500,signo_zodiacal_escorpio,21,0.5,0.513,0.5152585630254842,0.496,0.5048640761059795,0.51218,0.5067886147598296,49.6,47.0,53.0,50.4
dt,1000,500,500,signo_zodiacal_escorpio,22,0.5,0.48199999999999993,0.48115330368256803,0.48,0.47978475861235026,0.47287999999999997,0.48790653282566315,48.0,51.6,48.4,52.0
dt,1000,500,500,signo_zodiacal_escorpio,23,0.5,0.491,0.4915617808069528,0.472,0.48134985292657884,0.49436,0.4974605688030552,47.2,49.0,51.0,52.8
dt,1000,500,500,signo_zodiacal_escorpio,24,0.5,0.496,0.4948020394622336,0.5279999999999999,0.5106108814059829,0.4953200000000001,0.5001430892304641,52.8,53.6,46.4,47.2
dt,1000,500,500,signo_zodiacal_escorpio,25,0.5,0.492,0.4921945502032866,0.48,0.48565510979022913,0.49739000000000005,0.4988783094529688,48.0,49.6,50.4,52.0
dt,1000,500,500,signo_zodiacal_escorpio,26,0.5,0.496,0.4952659195996705,0.528,0.5108331719120168,0.49662999999999996,0.4983403227483706,52.8,53.6,46.4,47.2
dt,1000,500,500,signo_zodiacal_escorpio,27,0.5,0.5309999999999999,0.5307365202365202,0.528,0.5287757496798442,0.52696,0.5162097592746856,52.8,46.6,53.4,47.2
dt,1000,500,500,signo_zodiacal_escorpio,28,0.5,0.5090000000000001,0.5068356486931643,0.524,0.5141672186668702,0.51013,0.507027060395455,52.4,50.6,49.4,47.6
dt,1000,500,500,signo_zodiacal_escorpio,29,0.5,0.5069999999999999,0.5060529222593309,0.5159999999999999,0.5105481246658907,0.50729,0.5065944720392226,51.6,50.2,49.8,48.4
dt,1000,500,500,signo_zodiacal_escorpio,30,0.5,0.517,0.515885883619289,0.51,0.512036066527409,0.51746,0.5097622524849068,51.0,47.6,52.4,49.0
dt,1000,500,500,signo_zodiacal_escorpio,31,0.5,0.522,0.5221492680707038,0.524,0.5227328334160661,0.5234000000000001,0.5121098536747837,52.4,48.0,52.0,47.6
dt,1000,500,500,signo_zodiacal_escorpio,32,0.5,0.49899999999999994,0.4972441737686486,0.47800000000000004,0.48635060603120567,0.50158,0.5021790924995638,47.8,48.0,52.0,52.2
dt,1000,500,500,signo_zodiacal_escorpio,33,0.5,0.5050000000000001,0.5060648492385956,0.514,0.509577530186365,0.5031399999999999,0.5033870110440711,51.4,50.4,49.6,48.6
dt,1000,500,500,signo_zodiacal_escorpio,34,0.5,0.492,0.4920563964417382,0.476,0.48368970052228305,0.49388000000000004,0.4991344897033668,47.6,49.2,50.8,52.4
dt,1000,500,500,signo_zodiacal_escorpio,35,0.5,0.513,0.5115107707614293,0.532,0.5214050223853711,0.51542,0.5095768637312674,53.2,50.6,49.4,46.8
dt,1000,500,500,signo_zodiacal_escorpio,36,0.5,0.48599999999999993,0.48699762701104043,0.4779999999999999,0.48179570490648993,0.48517,0.4943789217218836,47.8,50.6,49.4,52.2
dt,1000,500,500,signo_zodiacal_escorpio,37,0.5,0.493,0.49308620182406593,0.484,0.4882377402136034,0.4915900000000001,0.4979033352437475,48.4,49.8,50.2,51.6
dt,1000,500,500,signo_zodiacal_escorpio,38,0.5,0.506,0.5058909903339652,0.506,0.5051302685023675,0.50728,0.5023911991426698,50.6,49.4,50.6,49.4
dt,1000,500,500,signo_zodiacal_escorpio,39,0.5,0.499,0.49892586908724346,0.5199999999999999,0.5089792022104803,0.49848,0.4996025586710126,52.0,52.2,47.8,48.0
