modelo,n_sample,n_pos,n_neg,signo,iter,pos_rate_bootstrap,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_roc_auc,cv_pr_auc,cv_tp_mean,cv_fp_mean,cv_tn_mean,cv_fn_mean
dt,100,50,50,signo_zodiacal_tauro,1,0.5,0.48,0.48344155844155845,0.44000000000000006,0.45788982259570493,0.479,0.49699750249750246,4.4,4.8,5.2,5.6
dt,100,50,50,signo_zodiacal_tauro,2,0.5,0.5900000000000001,0.5632900432900432,0.6599999999999999,0.6007354214413038,0.5900000000000001,0.5625021645021645,6.6,4.8,5.2,3.4
dt,100,50,50,signo_zodiacal_tauro,3,0.5,0.4600000000000001,0.4579725829725829,0.4,0.42444346159516433,0.45999999999999996,0.4892243867243867,4.0,4.8,5.2,6.0
dt,100,50,50,signo_zodiacal_tauro,4,0.5,0.5800000000000001,0.6063936063936064,0.5999999999999999,0.5903665814151748,0.58,0.5644755244755244,6.0,4.4,5.6,4.0
dt,100,50,50,signo_zodiacal_tauro,5,0.5,0.5599999999999999,0.5487912087912088,0.52,0.5274964478545041,0.5529999999999999,0.5421758241758242,5.2,4.0,6.0,4.8
dt,100,50,50,signo_zodiacal_tauro,6,0.5,0.49000000000000005,0.46683473389355745,0.48,0.458766769865841,0.48999999999999994,0.5163417366946779,4.8,5.0,5.0,5.2
dt,100,50,50,signo_zodiacal_tauro,7,0.5,0.5700000000000001,0.6014285714285714,0.4600000000000001,0.5183986928104576,0.57,0.5598571428571428,4.6,3.2,6.8,5.4
dt,100,50,50,signo_zodiacal_tauro,8,0.5,0.4600000000000001,0.4634343434343434,0.4,0.4252422723475354,0.45999999999999996,0.4939191919191919,4.0,4.8,5.2,6.0
dt,100,50,50,signo_zodiacal_tauro,9,0.5,0.4800000000000001,0.48650793650793656,0.42000000000000004,0.4470150420614816,0.47999999999999987,0.49293650793650795,4.2,4.6,5.4,5.8
dt,100,50,50,signo_zodiacal_tauro,10,0.5,0.52,0.5069658119658119,0.5199999999999999,0.5100076277650649,0.5199999999999999,0.518517094017094,5.2,4.8,5.2,4.8
dt,100,50,50,signo_zodiacal_tauro,11,0.5,0.49000000000000005,0.4667399267399267,0.52,0.47941827481980936,0.49000000000000005,0.49976556776556774,5.2,5.4,4.6,4.8
dt,100,50,50,signo_zodiacal_tauro,12,0.5,0.43,0.4321056721056721,0.45999999999999996,0.44379644764084125,0.43,0.47439471639471636,4.6,6.0,4.0,5.4
dt,100,50,50,signo_zodiacal_tauro,13,0.5,0.43,0.42063492063492064,0.38,0.395637489445539,0.43,0.47936507936507944,3.8,5.2,4.8,6.2
dt,100,50,50,signo_zodiacal_tauro,14,0.5,0.53,0.5259163059163059,0.52,0.5192280165654779,0.53,0.5187243867243867,5.2,4.6,5.4,4.8
dt,100,50,50,signo_zodiacal_tauro,15,0.5,0.53,0.530952380952381,0.54,0.5309141838553603,0.527,0.5196233766233765,5.4,4.8,5.2,4.6
dt,100,50,50,signo_zodiacal_tauro,16,0.5,0.41999999999999993,0.44667832167832167,0.5,0.4672187715665975,0.42000000000000004,0.4764160839160839,5.0,6.6,3.4,5.0
dt,100,50,50,signo_zodiacal_tauro,17,0.5,0.5599999999999999,0.5472727272727272,0.64,0.5844040404040405,0.5599999999999999,0.5370909090909091,6.4,5.2,4.8,3.6
dt,100,50,50,signo_zodiacal_tauro,18,0.5,0.6,0.5902777777777777,0.6399999999999999,0.6043839201733938,0.607,0.5674722222222222,6.4,4.4,5.6,3.6
dt,100,50,50,signo_zodiacal_tauro,19,0.5,0.45,0.45787545787545786,0.45999999999999996,0.4533229726257052,0.45,0.48417582417582417,4.6,5.6,4.4,5.4
dt,100,50,50,signo_zodiacal_tauro,20,0.5,0.62,0.6263636363636362,0.6199999999999999,0.6148917748917748,0.62,0.5775454545454546,6.2,3.8,6.2,3.8
dt,100,50,50,signo_zodiacal_tauro,21,0.5,0.43,0.38932178932178935,0.3,0.3278649111466449,0.43000000000000005,0.47481962481962475,3.0,4.4,5.6,7.0
dt,100,50,50,signo_zodiacal_tauro,22,0.5,0.52,0.551025641025641,0.54,0.5284057971014493,0.52,0.521051282051282,5.4,5.0,5.0,4.6
dt,100,50,50,signo_zodiacal_tauro,23,0.5,0.53,0.5173193473193474,0.54,0.5186109542631282,0.53,0.5295827505827505,5.4,4.8,5.2,4.6
dt,100,50,50,signo_zodiacal_tauro,24,0.5,0.5,0.5033333333333333,0.52,0.4949090909090909,0.5,0.5076666666666667,5.2,5.2,4.8,4.8
dt,100,50,50,signo_zodiacal_tauro,25,0.5,0.44000000000000006,0.4488311688311688,0.4,0.420734188412207,0.43999999999999995,0.4851890331890331,4.0,5.2,4.8,6.0
dt,100,50,50,signo_zodiacal_tauro,26,0.5,0.4800000000000001,0.47777777777777786,0.45999999999999996,0.460414673046252,0.48,0.5002222222222222,4.6,5.0,5.0,5.4
dt,100,50,50,signo_zodiacal_tauro,27,0.5,0.45999999999999996,0.4607503607503607,0.42000000000000004,0.43672416334955033,0.45999999999999996,0.4867243867243868,4.2,5.0,5.0,5.8
dt,100,50,50,signo_zodiacal_tauro,28,0.5,0.64,0.645854700854701,0.6599999999999999,0.6472218755056283,0.6399999999999999,0.6001837606837607,6.6,3.8,6.2,3.4
dt,100,50,50,signo_zodiacal_tauro,29,0.5,0.54,0.5365079365079366,0.5199999999999999,0.518859649122807,0.5399999999999999,0.5269841269841269,5.2,4.4,5.6,4.8
dt,100,50,50,signo_zodiacal_tauro,30,0.5,0.52,0.5213986013986014,0.54,0.528107224583197,0.5199999999999999,0.513950271950272,5.4,5.0,5.0,4.6
dt,100,50,50,signo_zodiacal_tauro,31,0.5,0.53,0.5276923076923077,0.48,0.4917391304347826,0.53,0.5173846153846153,4.8,4.2,5.8,5.2
dt,100,50,50,signo_zodiacal_tauro,32,0.5,0.51,0.5312698412698413,0.44000000000000006,0.4687381555493011,0.51,0.518936507936508,4.4,4.2,5.8,5.6
dt,100,50,50,signo_zodiacal_tauro,33,0.5,0.5,0.4965811965811966,0.52,0.5043623551632704,0.5,0.5018492618492618,5.2,5.2,4.8,4.8
dt,100,50,50,signo_zodiacal_tauro,34,0.5,0.45999999999999996,0.44945054945054946,0.54,0.4847399829497017,0.45499999999999996,0.48681318681318686,5.4,6.2,3.8,4.6
dt,100,50,50,signo_zodiacal_tauro,35,0.5,0.38,0.37793650793650796,0.38,0.37479876160990716,0.38,0.474936507936508,3.8,6.2,3.8,6.2
dt,100,50,50,signo_zodiacal_tauro,36,0.5,0.48999999999999994,0.5106060606060605,0.5199999999999999,0.5060606060606061,0.48999999999999994,0.5107575757575759,5.2,5.4,4.6,4.8
dt,100,50,50,signo_zodiacal_tauro,37,0.5,0.45,0.4567210567210568,0.45999999999999996,0.45049605238392426,0.45,0.4794716394716395,4.6,5.6,4.4,5.4
dt,100,50,50,signo_zodiacal_tauro,38,0.5,0.4800000000000001,0.4076923076923077,0.38,0.3864450127877238,0.4800000000000001,0.5068131868131868,3.8,4.2,5.8,6.2
dt,100,50,50,signo_zodiacal_tauro,39,0.5,0.43,0.4257142857142857,0.42000000000000004,0.4146350189198486,0.42299999999999993,0.47304761904761905,4.2,5.6,4.4,5.8
dt,100,50,50,signo_zodiacal_tauro,40,0.5,0.4800000000000001,0.48317460317460315,0.5,0.48140509645153606,0.48,0.49326984126984125,5.0,5.4,4.6,5.0
dt,100,50,50,signo_zodiacal_tauro,41,0.5,0.5700000000000001,0.563003663003663,0.68,0.6122182927674917,0.5700000000000001,0.5452747252747253,6.8,5.4,4.6,3.2
dt,100,50,50,signo_zodiacal_tauro,42,0.5,0.43,0.4405594405594406,0.45999999999999996,0.4478587773782282,0.43,0.47411810411810407,4.6,6.0,4.0,5.4
dt,100,50,50,signo_zodiacal_tauro,43,0.5,0.43,0.4234920634920635,0.38,0.39900928792569657,0.43,0.47082539682539687,3.8,5.2,4.8,6.2
dt,100,50,50,signo_zodiacal_tauro,44,0.5,0.5,0.509090909090909,0.5199999999999999,0.5084033613445378,0.5,0.5185974025974025,5.2,5.2,4.8,4.8
dt,100,50,50,signo_zodiacal_tauro,45,0.5,0.49000000000000005,0.5334415584415584,0.43999999999999995,0.4619047619047619,0.48999999999999994,0.5080194805194804,4.4,4.6,5.4,5.6
dt,100,50,50,signo_zodiacal_tauro,46,0.5,0.48,0.48383838383838385,0.42000000000000004,0.431453634085213,0.47999999999999987,0.49664646464646467,4.2,4.6,5.4,5.8
dt,100,50,50,signo_zodiacal_tauro,47,0.5,0.54,0.5461965811965811,0.5199999999999999,0.5285583524027461,0.5399999999999999,0.5314401709401709,5.2,4.4,5.6,4.8
dt,100,50,50,signo_zodiacal_tauro,48,0.5,0.51,0.5111111111111111,0.36,0.4135964912280702,0.51,0.5075555555555555,3.6,3.4,6.6,6.4
dt,100,50,50,signo_zodiacal_tauro,49,0.5,0.55,0.5532467532467533,0.58,0.5581232492997199,0.55,0.5380519480519481,5.8,4.8,5.2,4.2
dt,100,50,50,signo_zodiacal_tauro,50,0.5,0.52,0.5076767676767677,0.5199999999999999,0.502749373433584,0.532,0.5313477633477632,5.2,4.8,5.2,4.8
dt,100,50,50,signo_zodiacal_tauro,51,0.5,0.49000000000000005,0.4965034965034965,0.5800000000000001,0.5337285902503293,0.49000000000000005,0.502937062937063,5.8,6.0,4.0,4.2
dt,100,50,50,signo_zodiacal_tauro,52,0.5,0.53,0.5442424242424242,0.5,0.5152380952380952,0.53,0.5207878787878788,5.0,4.4,5.6,5.0
