modelo,n_sample,n_pos,n_neg,signo,iter,pos_rate_bootstrap,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_roc_auc,cv_pr_auc,cv_tp_mean,cv_fp_mean,cv_tn_mean,cv_fn_mean
dt,200,100,100,signo_zodiacal_leo,1,0.5,0.585,0.5910929241261722,0.6000000000000001,0.5924181709249029,0.585,0.5533851662404092,12.0,8.6,11.4,8.0
dt,200,100,100,signo_zodiacal_leo,2,0.5,0.48,0.4815345268542199,0.49000000000000005,0.4843847834545508,0.47725,0.49225575447570336,9.8,10.6,9.4,10.2
dt,200,100,100,signo_zodiacal_leo,3,0.5,0.4699999999999999,0.46585139318885443,0.4,0.4286707974943269,0.46675000000000005,0.48954614477369895,8.0,9.2,10.8,12.0
dt,200,100,100,signo_zodiacal_leo,4,0.5,0.43500000000000005,0.4065384615384615,0.39,0.3890730837789661,0.4402500000000001,0.4785422209369578,7.8,10.4,9.6,12.2
dt,200,100,100,signo_zodiacal_leo,5,0.5,0.45499999999999996,0.4398796992481203,0.43,0.4313416473531251,0.45499999999999996,0.49103157894736843,8.6,10.4,9.6,11.4
dt,200,100,100,signo_zodiacal_leo,6,0.5,0.515,0.5090434782608695,0.55,0.5273401598153068,0.5149999999999999,0.5194115942028985,11.0,10.4,9.6,9.0
dt,200,100,100,signo_zodiacal_leo,7,0.5,0.505,0.504879897512544,0.52,0.507560324928746,0.5095,0.5097704174228675,10.4,10.2,9.8,9.6
dt,200,100,100,signo_zodiacal_leo,8,0.5,0.45,0.44113871635610763,0.45,0.44368284579855766,0.44825,0.48278778467908906,9.0,11.0,9.0,11.0
dt,200,100,100,signo_zodiacal_leo,9,0.5,0.525,0.5226874003189792,0.55,0.5350316350316351,0.525,0.5175027910685805,11.0,10.0,10.0,9.0
dt,200,100,100,signo_zodiacal_leo,10,0.5,0.51,0.5130672268907563,0.5,0.5029230624352576,0.51,0.5094306722689075,10.0,9.6,10.4,10.0
dt,200,100,100,signo_zodiacal_leo,11,0.5,0.505,0.4929230769230769,0.55,0.5145595489781536,0.503,0.5062173913043478,11.0,10.8,9.2,9.0
dt,200,100,100,signo_zodiacal_leo,12,0.5,0.51,0.5098167885754092,0.58,0.5392218641842701,0.51,0.5105223267154302,11.6,11.2,8.8,8.4
dt,200,100,100,signo_zodiacal_leo,13,0.5,0.505,0.5035504361927837,0.52,0.5099214664727995,0.505,0.5041677082732405,10.4,10.2,9.8,9.6
